70,Delayed,Stoke-on-Trent,77 Second Freeway,0,70,24499,AZ-PD,Contoso
363,Pending,Blackpool,22 Second Street,0,363,3117,AK-KW,Contoso
506,Early Delivery,Stockport,977 Hague Parkway,0,506,1335,MI-OS,Contoso
507,Pending,Oxford,202 South Green Fabien Freeway,0,507,84730,AZ-RH,Contoso
540,Delayed,St Helens,193 Old Parkway,0,540,617,KY-RW,Contoso
569,Early Delivery,Sutton Coldfield,745 West Clarendon Drive,0,569,53370,WI-CX,Contoso
661,Early Delivery,Slough,58 White New Avenue,0,661,93446,ND-CF,Contoso
698,Pending,Sunderland,985 Clarendon St.,0,698,30851,NY-XC,Contoso
921,Early Delivery,Ipswich,77 West Nobel Freeway,0,921,29023,VT-CV,Contoso
948,Pending,Brighton,40 Hague Street,0,948,41924,WY-WP,Contoso
951,Early Delivery,Oxford,56 Clarendon Parkway,0,951,67230,NC-NE,Contoso
