160,Becky,Norman,Kraig,Becky Kraig Norman,159,6/19/1983
208,Dewayne,Weeks,Bradly,Dewayne Bradly Weeks,207,6/30/1998
759,Dexter,Dunlap,Frank,Dexter Frank Dunlap,758,7/11/1964
946,Carmen,Stephens,NULL,Carmen Stephens,945,9/14/1989
101,Mario,Evans,Collin,Mario Collin Evans,1100,4/19/1981
132,Hannah,Rivera,Dion,Hannah Dion Rivera,1131,6/24/1984
775,Marshall,Stuart,NULL,Marshall Stuart,1774,3/5/1983
186,Garry,Foley,Jammie,Garry Jammie Foley,2185,6/20/1984
368,Tammi,Fox,Walter,Tammi Walter Fox,2367,7/14/1998
458,Chrystal,Braun,Ian,Chrystal Ian Braun,2457,9/15/1997
534,Tamiko,Silva,Victor,Tamiko Victor Silva,2533,1/29/1953
697,Hugh,Salinas,Alexis,Hugh Alexis Salinas,2696,3/6/1990
876,Alfonso,Tyler,NULL,Alfonso Tyler,2875,2/21/1983
51,Irma,Rose,NULL,Irma Rose,3050,7/15/1984
525,Rose,Williams,Darin,Rose Darin Williams,3524,11/29/1984
737,Jeannie,Gonzales,Moses,Jeannie Moses Gonzales,3736,1/21/1986
962,Dora,Rush,Leo,Dora Leo Rush,3961,4/9/1984
532,Gene,Holland,NULL,Gene Holland,4531,11/14/1987
805,Jaime,Webb,NULL,Jaime Webb,4804,8/3/1985
881,Chandra,Yu,Sheldon,Chandra Sheldon Yu,4880,2/16/1982
161,Jami,Stewart,NULL,Jami Stewart,5160,8/11/1982
197,Kyle,Sanders,Phillip,Kyle Phillip Sanders,5196,5/9/1986
730,Ann,Davis,NULL,Ann Davis,5729,2/20/1993
735,Shawna,Vincent,Genaro,Shawna Genaro Vincent,5734,12/5/1991
14,Marla,Cuevas,NULL,Marla Cuevas,6013,8/26/1952
571,Derek,Mac Donald,NULL,Derek Mac Donald,6570,2/19/1986
701,Ruben,Horton,NULL,Ruben Horton,6700,10/29/1993
968,Don,Vasquez,NULL,Don Vasquez,6967,10/21/1997
301,Jocelyn,Curtis,Chance,Jocelyn Chance Curtis,7300,11/26/1995
547,Lillian,Lang,NULL,Lillian Lang,7546,12/16/1982
563,Joyce,Oliver,Vincenzo,Joyce Vincenzo Oliver,7562,6/13/1998
957,Victor,Clements,Sebastian,Victor Sebastian Clements,7956,12/7/1981
13,Wallace,Bonilla,NULL,Wallace Bonilla,8012,4/6/1997
305,Nancy,Chung,NULL,Nancy Chung,8304,11/23/1992
1,Ginger,Huang,Alfred,Ginger Alfred Huang,9000,5/1/1985
181,Juanita,Mays,NULL,Juanita Mays,9180,5/28/1984
266,Harry,Gregory,Shayne,Harry Shayne Gregory,9265,7/4/1981
363,Dwight,Hebert,NULL,Dwight Hebert,9362,12/8/1998
643,Andrea,Melton,Jessie,Andrea Jessie Melton,9642,2/3/1997
882,Damien,Obrien,NULL,Damien Obrien,9881,12/23/1983
