399,Edwin,Cameron,NULL,EdwinCameron,398,9/9/1953
452,Esteban,Summers,Dylan,EstebanDylanSummers,451,8/5/1988
515,Grace,Mckinney,Carmen,GraceCarmenMckinney,514,9/21/1982
996,Sherman,Adams,NULL,ShermanAdams,995,1/7/1982
15,Carolyn,Rowland,NULL,CarolynRowland,1014,3/5/1993
69,Roman,Cabrera,Myron,RomanMyronCabrera,1068,4/2/1953
127,Lonnie,Bradford,Jefferson,LonnieJeffersonBradford,1126,7/7/1986
146,Shirley,Key,NULL,ShirleyKey,1145,8/7/1981
186,Garry,Foley,Jammie,GarryJammieFoley,1185,6/20/1984
480,Carolyn,Crane,Ty,CarolynTyCrane,1479,8/21/1981
590,Todd,Kerr,Edgardo,ToddEdgardoKerr,1589,5/4/1985
608,Sylvia,Garza,Norman,SylviaNormanGarza,1607,3/23/1997
63,Kara,Morrow,Marcellus,KaraMarcellusMorrow,2062,7/30/1998
225,Jack,Pittman,NULL,JackPittman,2224,11/19/1981
538,Lindsey,Thomas,NULL,LindseyThomas,2537,1/12/1999
131,Walter,Frye,Jasen,WalterJasenFrye,3130,1/16/1987
655,Brandi,Galloway,NULL,BrandiGalloway,3654,7/30/1985
997,Janine,Atkins,John,JanineJohnAtkins,3996,11/9/1988
359,Stanley,Blake,Guadalupe,StanleyGuadalupeBlake,4358,7/23/1964
768,Natasha,Johns,Silas,NatashaSilasJohns,4767,8/1/1997
792,Erica,Zamora,NULL,EricaZamora,4791,1/22/1991
860,Harold,Thornton,Isidro,HaroldIsidroThornton,4859,4/15/1983
2,Jami,Watts,NULL,JamiWatts,5001,11/1/1989
211,Nakia,French,NULL,NakiaFrench,5210,6/11/1984
292,Paula,Cardenas,NULL,PaulaCardenas,5291,4/12/1985
438,Sonja,Thompson,NULL,SonjaThompson,5437,12/24/1999
602,Monique,Garcia,NULL,MoniqueGarcia,5601,9/9/1992
616,Damon,Hopkins,Dereck,DamonDereckHopkins,5615,9/14/1991
787,Gabriela,Armstrong,Ivan,GabrielaIvanArmstrong,5786,4/9/1985
966,Rusty,Everett,Tate,RustyTateEverett,5965,1/21/1995
77,Fred,Riggs,NULL,FredRiggs,6076,3/24/1983
360,Alana,Downs,Isidro,AlanaIsidroDowns,6359,5/25/1994
552,Sammy,Benson,Cedrick,SammyCedrickBenson,6551,10/1/1985
629,Stefanie,Wilson,Reed,StefanieReedWilson,6628,9/15/1954
826,Jill,Campos,Norman,JillNormanCampos,6825,12/13/1989
987,Jeannette,Drake,Kelly,JeannetteKellyDrake,6986,8/16/1986
14,Marla,Cuevas,NULL,MarlaCuevas,7013,8/26/1952
89,Jacob,Ochoa,Dan,JacobDanOchoa,7088,12/6/1960
106,Wayne,Fisher,NULL,WayneFisher,7105,9/19/1981
118,Dallas,Mckee,NULL,DallasMckee,7117,9/9/1999
136,Jackie,Krueger,NULL,JackieKrueger,7135,8/23/1991
281,Tia,Spencer,Mitchell,TiaMitchellSpencer,7280,1/11/1984
442,Damon,Robertson,NULL,DamonRobertson,7441,5/25/1991
603,Sheila,Moore,NULL,SheilaMoore,7602,6/15/1998
15,Carolyn,Rowland,NULL,CarolynRowland,8014,3/5/1993
220,Elton,Charles,Ulysses,EltonUlyssesCharles,8219,2/14/1981
243,Katrina,Hodges,Roosevelt,KatrinaRooseveltHodges,8242,9/30/1998
284,Liza,House,Hunter,LizaHunterHouse,8283,1/10/1954
422,Diane,Huff,NULL,DianeHuff,8421,11/18/1993
482,Jeanne,Serrano,NULL,JeanneSerrano,8481,3/2/1990
514,Olivia,Bruce,Ron,OliviaRonBruce,8513,9/2/1961
669,Rafael,Douglas,NULL,RafaelDouglas,8668,10/17/1959
728,Perry,Glass,Angelo,PerryAngeloGlass,8727,8/31/1997
921,Tricia,Reid,Santos,TriciaSantosReid,8920,10/28/1989
375,Kristina,Hurst,Cody,KristinaCodyHurst,9374,10/17/1992
