150,Gina,Rollins,Eliseo,Gina Eliseo Rollins,149,10/2/1981
255,Garrett,Vasquez,NULL,Garrett Vasquez,254,8/20/1981
393,Preston,Rich,Chadrick,Preston Chadrick Rich,392,12/28/1997
644,Toby,Alvarado,Stewart,Toby Stewart Alvarado,643,4/28/1960
1,Ginger,Huang,Alfred,Ginger Alfred Huang,1000,5/1/1985
922,Claire,Greer,Broderick,Claire Broderick Greer,1921,1/8/1995
58,Colby,Yu,NULL,Colby Yu,2057,10/20/1997
165,Dena,Hoffman,NULL,Dena Hoffman,2164,1/19/1992
115,Joanna,Parker,NULL,Joanna Parker,3114,10/25/1986
227,Efrain,Santana,NULL,Efrain Santana,3226,7/27/1981
601,Myra,Kline,Hector,Myra Hector Kline,3600,3/6/1987
959,Mickey,Santos,Theodore,Mickey Theodore Santos,3958,1/28/1956
201,Tammi,Petty,Dusty,Tammi Dusty Petty,4200,10/18/1983
262,Ben,Kaufman,Lon,Ben Lon Kaufman,4261,11/2/1988
816,Tiffany,Rose,NULL,Tiffany Rose,4815,10/18/1983
854,Gena,Conner,Jamel,Gena Jamel Conner,4853,2/25/1953
940,Leticia,Hurley,Clark,Leticia Clark Hurley,4939,4/19/1981
84,Doris,Logan,NULL,Doris Logan,5083,7/8/1960
527,Drew,Horne,NULL,Drew Horne,5526,6/26/1992
615,Celeste,Gallagher,Jan,Celeste Jan Gallagher,5614,7/10/1983
856,Joe,NULL,NULL,Joe NULL,5855,2/12/1982
936,Leon,Conrad,Timmy,Leon Timmy Conrad,5935,1/31/1995
94,Marie,Rollins,NULL,Marie Rollins,6093,2/5/1963
370,Allan,Watson,David,Allan David Watson,6369,5/15/1991
477,Sonja,Acevedo,NULL,Sonja Acevedo,6476,12/8/1981
485,Kellie,Harmon,Arron,Kellie Arron Harmon,6484,11/13/1994
680,Kendall,Lucero,Stacy,Kendall Stacy Lucero,6679,4/3/1985
25,Margaret,Garrison,Bradford,Margaret Bradford Garrison,7024,10/28/1985
437,Felicia,Humphrey,Donovan,Felicia Donovan Humphrey,7436,6/28/1995
516,Marsha,French,Isidro,Marsha Isidro French,7515,12/18/1993
790,Karl,Turner,Joshua,Karl Joshua Turner,7789,5/20/1990
164,Joy,Franklin,Edgar,Joy Edgar Franklin,8163,9/8/1955
522,Christa,Maddox,NULL,Christa Maddox,8521,7/8/1987
573,Darrick,Gonzales,NULL,Darrick Gonzales,8572,6/22/1999
578,Forrest,Adams,Homer,Forrest Homer Adams,8577,4/28/1997
750,Evelyn,Austin,Ernie,Evelyn Ernie Austin,8749,1/4/1987
89,Jacob,Ochoa,Dan,Jacob Dan Ochoa,9088,12/6/1960
151,Vincent,Davidson,NULL,Vincent Davidson,9150,6/11/1989
285,Charlie,Barajas,Earnest,Charlie Earnest Barajas,9284,8/12/1984
454,Quentin,Bradshaw,Burton,Quentin Burton Bradshaw,9453,3/19/1957
841,Kenya,Small,Hugo,Kenya Hugo Small,9840,9/7/1993
847,Tomas,Dunn,Elisha,Tomas Elisha Dunn,9846,11/11/1981
