89,Contoso,Jacob,Dan,Ochoa,Jacob Dan Ochoa,88,"",xbalosb.hfnvwafp@example.com,1
122,Contoso,Kent,NULL,Rubio,Kent Rubio,121,"",qzbdwva.qgivbb@example.com,1
196,Contoso,Robert,NULL,Ashley,Robert Ashley,195,"",nyhxin.mpkgtfpcv@example.com,0
429,Contoso,Perry,Shaun,Hill,Perry Shaun Hill,428,"",lnrot.stbdh@example.com,0
639,Contoso,Marissa,Gregory,Poole,Marissa Gregory Poole,638,"",dsrs.ivydurtjk@example.com,1
732,Contoso,Christine,NULL,Burton,Christine Burton,731,"",kucfeti93@example.com,0
361,Contoso,Teddy,Laurence,Gonzalez,Teddy Laurence Gonzalez,1360,"",tala.ykhkdhoo@example.com,0
371,Contoso,Anitra,Garrett,Davila,Anitra Garrett Davila,1370,"",uxbe@example.com,0
428,Contoso,Mason,NULL,Vasquez,Mason Vasquez,1427,"",vkrjnvz913@example.com,1
995,Contoso,Mary,Levi,Munoz,Mary Levi Munoz,1994,"",qjnvxtmg@example.com,1
365,Contoso,Luke,Kenton,Pham,Luke Kenton Pham,2364,"",hxop1@example.com,0
463,Contoso,Jaime,Dewey,Cisneros,Jaime Dewey Cisneros,2462,"",mmxj.uuvxdzgi@example.com,0
976,Contoso,Virgil,NULL,Gilbert,Virgil Gilbert,2975,"",lnmon569@example.com,1
217,Contoso,Emma,NULL,Gamble,Emma Gamble,3216,"",xreg.sasbky@example.com,1
446,Contoso,Quentin,William,Howell,Quentin William Howell,3445,"",qsdpr934@example.com,1
10,Contoso,Claudia,NULL,Aguilar,Claudia Aguilar,4009,"",ixih05@example.com,0
34,Contoso,Trevor,NULL,Cross,Trevor Cross,4033,"",pgnkll61@example.com,1
84,Contoso,Doris,NULL,Logan,Doris Logan,4083,"",xikaz4@example.com,1
211,Contoso,Nakia,NULL,French,Nakia French,4210,"",vqtxzv909@example.com,0
366,Contoso,Calvin,NULL,Conner,Calvin Conner,4365,"",upiwldhj44@example.com,0
584,Contoso,Latonya,Matt,Haley,Latonya Matt Haley,4583,"",azpche.tsscui@example.com,1
590,Contoso,Todd,Edgardo,Kerr,Todd Edgardo Kerr,4589,"",ozkam88@example.com,1
681,Contoso,Leigh,NULL,Mays,Leigh Mays,4680,"",ysrionjv.zmebqvaxee@example.com,0
704,Contoso,Aisha,NULL,Murphy,Aisha Murphy,4703,"",wtzgmzsb.fsptbnlc@example.com,0
136,Contoso,Jackie,NULL,Krueger,Jackie Krueger,5135,"",vunz.kvytucks@example.com,0
292,Contoso,Paula,NULL,Cardenas,Paula Cardenas,5291,"",znyyil.qqmzdsbe@example.com,1
783,Contoso,Allen,NULL,O'Connor,Allen O'Connor,5782,"",yqda938@example.com,2
798,Contoso,Rogelio,Norris,Clarke,Rogelio Norris Clarke,5797,"",csleqoy.eiousqb@example.com,1
972,Contoso,Cindy,NULL,Acevedo,Cindy Acevedo,5971,"",udoo.azbiyp@example.com,1
133,Contoso,Ray,Floyd,Giles,Ray Floyd Giles,6132,"",tqkj.uizpbiy@example.com,1
499,Contoso,Tabatha,Torrey,Mc Dowell,Tabatha Torrey Mc Dowell,6498,"",zdrdxuty.uamvqw@example.com,0
583,Contoso,Isaac,NULL,Mcintosh,Isaac Mcintosh,6582,"",rgzcm.jfhffpnhs@example.com,0
50,Contoso,Alyssa,NULL,NULL,Alyssa NULL,7049,"",paxb.mkvzlzra@example.com,1
162,Contoso,Elizabeth,Tim,Cochran,Elizabeth Tim Cochran,7161,"",aouk.kxhe@example.com,0
342,Contoso,Javier,Arturo,Woodward,Javier Arturo Woodward,7341,"",yelpj.ijroo@example.com,0
402,Contoso,Jennifer,NULL,Parks,Jennifer Parks,7401,"",unbfz.irwmp@example.com,1
733,Contoso,Luke,Phil,Ayala,Luke Phil Ayala,7732,"",jbdp.zygvlk@example.com,1
741,Contoso,Allen,NULL,Gonzalez,Allen Gonzalez,7740,"",iknakh.ifxqiea@example.com,2
130,Contoso,James,Donny,Ali,James Donny Ali,8129,"",kcvdhvx06@example.com,1
312,Contoso,Herbert,Pedro,Kaiser,Herbert Pedro Kaiser,8311,"",buxnr.gudk@example.com,0
834,Contoso,Earl,Malcolm,Sanford,Earl Malcolm Sanford,8833,"",wyiaf32@example.com,0
91,Contoso,Cory,NULL,Poole,Cory Poole,9090,"",axrxusl.yqqj@example.com,0
214,Contoso,Chadwick,NULL,Morton,Chadwick Morton,9213,"",fbnpmfr604@example.com,0
600,Contoso,Levi,Raymond,Klein,Levi Raymond Klein,9599,"",liukqb.ciwek@example.com,1
841,Contoso,Kenya,Hugo,Small,Kenya Hugo Small,9840,"",yoywnxj@example.com,0
888,Contoso,Eli,NULL,Ross,Eli Ross,9887,"",epkysamg88@example.com,0
