217,Contoso,Emma,NULL,Gamble,Emma Gamble,216,"",xreg.sasbky@example.com,1
364,Contoso,Jennie,NULL,Stark,Jennie Stark,363,"",vzvhtaw8@example.com,0
497,Contoso,Brent,NULL,Rhodes,Brent Rhodes,496,"",smfy020@example.com,0
705,Contoso,Danielle,Sammy,Harrison,Danielle Sammy Harrison,704,"",kjmnwkpr@example.com,0
822,Contoso,Donnie,NULL,Norman,Donnie Norman,821,"",fcemuhr.knokxqmsa@example.com,0
39,Contoso,Darrick,NULL,Goodman,Darrick Goodman,1038,"",fdxdyi370@example.com,2
102,Contoso,Marcus,NULL,Abbott,Marcus Abbott,1101,"",pkvq.fmgboprgnw@example.com,1
511,Contoso,Jerrod,NULL,Fisher,Jerrod Fisher,1510,"",jiswz007@example.com,1
522,Contoso,Christa,NULL,Maddox,Christa Maddox,1521,"",aprivevg31@example.com,1
634,Contoso,Elena,Dominique,Mckay,Elena Dominique Mckay,1633,"",eclmqxh@example.com,0
765,Contoso,Constance,Morris,Lopez,Constance Morris Lopez,1764,"",uksxov1@example.com,2
799,Contoso,Colby,Dylan,Pitts,Colby Dylan Pitts,1798,"",mceijlhy.alsc@example.com,0
815,Contoso,Terence,Russel,Paul,Terence Russel Paul,1814,"",czcluoi.bmzvqu@example.com,1
970,Contoso,Christi,NULL,Carter,Christi Carter,1969,"",uqtv10@example.com,1
213,Contoso,Joy,Will,Davila,Joy Will Davila,2212,"",ymmhy.jjliaihxl@example.com,1
247,Contoso,Randi,NULL,Morrow,Randi Morrow,2246,"",xmmhhfhg.ubvcu@example.com,0
275,Contoso,Bryce,Bobbie,Hurley,Bryce Bobbie Hurley,2274,"",fcrx@example.com,0
461,Contoso,Sandy,Dusty,Jackson,Sandy Dusty Jackson,2460,"",qlehyw@example.com,0
819,Contoso,Annie,Vance,Cummings,Annie Vance Cummings,2818,"",jvrad.suam@example.com,0
860,Contoso,Harold,Isidro,Thornton,Harold Isidro Thornton,2859,"",eudyzt.fzwdbhp@example.com,2
24,Contoso,Kim,NULL,Hawkins,Kim Hawkins,3023,"",mkeo.yovnjlbq@example.com,0
271,Contoso,Guillermo,Shelton,Carrillo,Guillermo Shelton Carrillo,3270,"",lqia24@example.com,0
815,Contoso,Terence,Russel,Paul,Terence Russel Paul,3814,"",czcluoi.bmzvqu@example.com,1
877,Contoso,Moses,NULL,Farmer,Moses Farmer,3876,"",fsgjqee.okodpnnv@example.com,0
883,Contoso,Calvin,Efren,Charles,Calvin Efren Charles,3882,"",xchkx@example.com,0
43,Contoso,Suzanne,Wade,White,Suzanne Wade White,4042,"",hcdcwqr3@example.com,0
66,Contoso,Marcella,Garland,Carpenter,Marcella Garland Carpenter,4065,"",ffpitmo.moarlayza@example.com,0
557,Contoso,Theodore,NULL,Hansen,Theodore Hansen,4556,"",ohajs.ksftfenw@example.com,0
121,Contoso,Arturo,Aurelio,Baker,Arturo Aurelio Baker,5120,"",uynx394@example.com,2
429,Contoso,Perry,Shaun,Hill,Perry Shaun Hill,5428,"",lnrot.stbdh@example.com,0
596,Contoso,Maggie,Taurus,Stewart,Maggie Taurus Stewart,5595,"",cinnvhx752@example.com,1
838,Contoso,Greg,NULL,Cantrell,Greg Cantrell,5837,"",lozl@example.com,1
964,Contoso,Norman,Edgar,Norton,Norman Edgar Norton,5963,"",bpxzrkzo.szabv@example.com,0
222,Contoso,Serena,Morris,Hayden,Serena Morris Hayden,6221,"",ukwbwnl.poiweqig@example.com,NULL
266,Contoso,Harry,Shayne,Gregory,Harry Shayne Gregory,6265,"",wmnl.nxknscc@example.com,0
678,Contoso,Jami,Johnathon,Smith,Jami Johnathon Smith,6677,"",otnq@example.com,0
34,Contoso,Trevor,NULL,Cross,Trevor Cross,7033,"",pgnkll61@example.com,1
108,Contoso,Audrey,Ezra,Gallagher,Audrey Ezra Gallagher,7107,"",lphzxn9@example.com,1
277,Contoso,Monica,NULL,Schroeder,Monica Schroeder,7276,"",zpucwrb.luqooavqz@example.com,1
338,Contoso,Marianne,Kristin,James,Marianne Kristin James,7337,"",dicas30@example.com,1
471,Contoso,Ruby,NULL,Butler,Ruby Butler,7470,"",kcbz.rqfrqod@example.com,0
798,Contoso,Rogelio,Norris,Clarke,Rogelio Norris Clarke,7797,"",csleqoy.eiousqb@example.com,1
997,Contoso,Janine,John,Atkins,Janine John Atkins,7996,"",yaepm.cerqy@example.com,0
69,Contoso,Roman,Myron,Cabrera,Roman Myron Cabrera,8068,"",imln2@example.com,1
784,Contoso,Ray,Maria,Hicks,Ray Maria Hicks,8783,"",euskfqmd.qmbvhmt@example.com,0
127,Contoso,Lonnie,Jefferson,Bradford,Lonnie Jefferson Bradford,9126,"",awavmf3@example.com,1
132,Contoso,Hannah,Dion,Rivera,Hannah Dion Rivera,9131,"",lstunzb6@example.com,1
169,Contoso,Lloyd,Osvaldo,Rosario,Lloyd Osvaldo Rosario,9168,"",zhutnoyr115@example.com,0
274,Contoso,Teri,NULL,Cummings,Teri Cummings,9273,"",yjsvx8@example.com,2
487,Contoso,Mandy,Lonnie,Walton,Mandy Lonnie Walton,9486,"",otaw.tifzmcpqu@example.com,1
650,Contoso,Deanna,NULL,Werner,Deanna Werner,9649,"",vnid.wqaezrxqjn@example.com,1
676,Contoso,Maurice,NULL,Lester,Maurice Lester,9675,"",lhxq.jxfreop@example.com,0
